,name,street,city,state,zipcode,phone,website,bbb_url,category,accredited,bbb_rating,accredited_date,years_in_business,one_year_complaints,three_year_complaints,saleability_score
415,Colony Roofers,3101 Cobb Pkwy SE Suite 124,Atlanta,GA,30339,(404) 380-1300,https://www.colonyroofers.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/colony-roofers-0443-28190450,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.85
416,Wingate Custom Homes,817 Ga Highway 247 S STE 10,Kathleen,GA,31047-2374,(478) 322-0028,http://www.wingatecustomhomes.com/,https://www.bbb.org/us/ga/kathleen/profile/construction-services/wingate-custom-homes-0743-26112,Construction Services,Accredited,A+,3/4/2013,22.0,0,0,0.85
417,"GI Joe's Roofing, LLC",925 Twin River Rd,Demorest,GA,30535-3751,(706) 894-6931,https://www.facebook.com/GI-Joes-Roofing-LLC-397172574391174/,https://www.bbb.org/us/ga/demorest/profile/roofing-contractors/gi-joes-roofing-llc-0443-28127641,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.85
418,"Duramax Siding & Windows, Inc.",4258 Cedar Gln,Covington,GA,30014-0653,(770) 464-9000,http://www.duramaxga.com/,https://www.bbb.org/us/ga/covington/profile/siding-contractors/duramax-siding-windows-inc-0443-442,Siding Contractors,Accredited,A+,9/1/1970,53.0,0,0,0.85
419,"Master Roof, Inc.",207 Oaklawn Park,Dacula,GA,30019-1429,(678) 862-9645,https://themasterroof.com/,https://www.bbb.org/us/ga/dacula/profile/roofing-contractors/master-roof-inc-0443-28189839,Roofing Contractors,Accredited,A,5/28/2021,2.0,0,0,0.85
420,"D&D Roofing, Inc.",225 Lukken Industrial Dr E,Lagrange,GA,30241-5963,(706) 884-5686,http://www.danielconst.com/,https://www.bbb.org/us/ga/lagrange/profile/commercial-roofing/dd-roofing-inc-0743-13001299,Commercial Roofing,Accredited,A+,4/28/2016,19.0,0,0,0.85
421,"Paramount Roofing & Consulting, Inc.",,Douglasville,GA,30135-8126,(404) 309-8035,http://paramountroofingandconsulting.com/,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/paramount-roofing-consulting-inc-0443-28156647,Roofing Contractors,Accredited,A+,3/15/2021,3.0,0,0,0.85
422,"Shingle Magic Atlanta, LLC",1005 Alderman Dr Ste 107,Alpharetta,GA,30005-3825,(404) 595-3905,https://shinglemagicatlanta.com/,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/shingle-magic-atlanta-llc-0443-91824170,Roofing Contractors,Accredited,A+,8/3/2022,3.0,0,0,0.85
423,"Best Choice Roofing Southeast, LLC",5555 Oakbrook Pkwy Ste 170,Norcross,GA,30093-2289,(615) 824-8800,http://www.bestchoiceroofing.com/,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/best-choice-roofing-southeast-llc-0443-27500032?addressId=213973,Roofing Contractors,Accredited,A+,8/8/2014,14.0,11,27,0.85
424,"C & W Roofing, Siding & Window Co., LLC",112 Mountain View Dr,Easley,SC,29640-2123,(864) 269-3545,https://www.cwsiding.com/,https://www.bbb.org/us/sc/easley/profile/siding-contractors/c-w-roofing-siding-window-co-llc-0673-7000087,Siding Contractors,Accredited,A+,6/12/1991,32.0,0,0,0.85
425,Bar-B Windows & Roofing,216 Central Ave,Oxford,AL,36203-1807,(256) 591-7777,http://www.barbroofing.com/,https://www.bbb.org/us/al/oxford/profile/roofing-contractors/bar-b-windows-roofing-0463-90046338,Roofing Contractors,Accredited,A+,12/4/2012,19.0,2,3,0.85
426,J & M Roofing,6020 Parkway North Dr STE 500,Cumming,GA,30040-1292,(770) 292-9054,http://www.jandmroofing.com/,https://www.bbb.org/us/ga/cumming/profile/roofing-contractors/j-m-roofing-0443-27270832,Roofing Contractors,Accredited,A+,6/10/2016,14.0,3,6,0.85
427,"S & B Roofing, LLC",2631 Young Rd,Stone Mountain,GA,30088-4208,(404) 822-7985,http://www.sbroofs.com/,https://www.bbb.org/us/ga/stone-mountain/profile/roofing-contractors/s-b-roofing-llc-0443-28157894,Roofing Contractors,Not Accredited,A+,,13.0,0,1,0.85
428,"Bland Roofing Co., Inc.",3680 Fairmont Ave,Macon,GA,31204-2260,(478) 474-0953,https://www.blandroofingga.com/,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/bland-roofing-co-inc-0743-6013,Roofing Contractors,Accredited,A+,11/24/1997,28.0,2,3,0.85
429,"Certified Roofing Solutions, Inc.",4501 Kings Lake Dr NE,Marietta,GA,30067-3629,(770) 966-1385,http://www.certifiedroofingsolutionsga.com/,https://www.bbb.org/us/ga/marietta/profile/roofing-contractors/certified-roofing-solutions-inc-0443-28130718,Roofing Contractors,Not Accredited,A+,,5.0,0,0,0.85
430,Morrow Roofing & Seamless Gutters,PO Box 457,Forest Park,GA,30298-0457,(404) 366-3303,https://www.morrowroofingandsiding.com/,https://www.bbb.org/us/ga/forest-park/profile/roofing-contractors/morrow-roofing-seamless-gutters-0443-6007,Roofing Contractors,Accredited,A+,5/1/1984,44.0,1,1,0.85
431,"HD Roofers, LLC",4791 Moon Chase Dr,Buford,GA,30519-5362,(404) 547-1182,http://www.hd-roofers.com/,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/hd-roofers-llc-0443-28112994,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.84
432,"Integral Roofing Services, LLC",429 Sangamore Rd,Bremen,GA,30110-2243,(470) 273-9933,http://www.integralfacilityservices.com/,https://www.bbb.org/us/ga/bremen/profile/roofing-contractors/integral-roofing-services-llc-0443-28107676,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.84
433,Pro Roofing Contractor USA,6020 Dawson Blvd Ste C-D,Norcross,GA,30093-1229,(404) 642-5701,https://prorooffix.com/,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/pro-roofing-contractor-usa-0443-28167944,Roofing Contractors,Accredited,A+,12/7/2020,5.0,0,1,0.84
434,"Top Pitch Storm & Disaster Services, LLC",922 Highway 81 E STE 127,McDonough,GA,30252-2978,(404) 826-0121,https://www.toppitchservice.com/,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/top-pitch-storm-disaster-services-llc-0443-27598636,Roofing Contractors,Accredited,A+,9/11/2015,9.0,1,1,0.84
435,Apex Roofing and Gutters,1989 Meeks Rd,Kite,GA,31049-6906,(478) 206-3125,http://www.apex.house/,https://www.bbb.org/us/ga/kite/profile/roofing-contractors/apex-roofing-and-gutters-0743-105067,Roofing Contractors,Accredited,A+,9/13/2021,5.0,0,1,0.84
436,Azur Roofing Service,8062 Santee Ct,Columbus,GA,31909-6027,(706) 536-0610,https://www.facebook.com/Azur-Construction-Services-109892787183052/,https://www.bbb.org/us/ga/columbus/profile/roofing-contractors/azur-roofing-service-0743-101396,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.84
437,Genesis Roofing & Repair LLC,,Sugar Hill,GA,30518-4869,(404) 444-9878,https://genesisroofrepair.com/,https://www.bbb.org/us/ga/sugar-hill/profile/roofing-contractors/genesis-roofing-repair-llc-0443-28115345,Roofing Contractors,Accredited,A+,2/22/2022,4.0,0,0,0.84
438,Bell's Roofing,,Alpharetta,GA,30009-3715,(404) 823-2976,http://www.bellsroofing.net/,https://www.bbb.org/us/ga/alpharetta/profile/roofing-contractors/bells-roofing-0443-27707569,Roofing Contractors,Not Accredited,A+,,7.0,0,0,0.84
439,S&C Gutters and Construction,P.O. Box 1037,Social Circle,GA,30025,(770) 946-6744,https://scconstructionga.com/,https://www.bbb.org/us/ga/social-circle/profile/roofing-contractors/sc-gutters-and-construction-0443-91823704,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.84
440,A & J Roofing Company LLC,13 Claire Rd,Claxton,GA,30417-5931,(912) 334-9537,https://www.aandjroofingcompany.com/,https://www.bbb.org/us/ga/claxton/profile/roofing-contractors/a-j-roofing-company-llc-0403-236011872,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.84
441,Lamar's Roofing & Home Repair,2201 Gratis Rd,Monroe,GA,30656-3970,(770) 267-0010,,https://www.bbb.org/us/ga/monroe/profile/roofing-contractors/lamars-roofing-home-repair-0443-27317983,Roofing Contractors,Accredited,A+,6/9/2021,34.0,0,0,0.84
442,"Hammer Nail Roofing, LLC","4501 Russel Pkwy, #22",Warner Robins,GA,31088,(478) 333-4257,http://hammernailroofing.com/,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/hammer-nail-roofing-llc-0743-102297,Roofing Contractors,Not Accredited,A+,,4.0,0,0,0.84
443,"Pizano Roofing, LLC",,Loganville,GA,30052,(678) 780-9524,https://pizanoroofingllc.com/,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/pizano-roofing-llc-0443-91833222,Roofing Contractors,Accredited,A+,10/13/2023,6.0,0,0,0.83
444,"Baseline Coatings, LLC.",6318 Moon Rd,Columbus,GA,31909-3843,(706) 562-4656,http://www.baselinecoatings.com/,https://www.bbb.org/us/ga/columbus/profile/roofing-contractors/baseline-coatings-llc-0743-110422,Roofing Contractors,Accredited,A,1/4/2022,2.0,0,0,0.83
445,Bailey's Roofing Service,202 E Stone Ave,Greenville,SC,29609-5624,(864) 270-5124,https://www.baileyroofingservice.com/,https://www.bbb.org/us/sc/greenville/profile/roofing-contractors/baileys-roofing-service-0673-90014533,Roofing Contractors,Accredited,A+,8/30/2018,8.0,1,1,0.83
446,"Bailey Roofing & Restoration, LLC",410 S Hill St,Buford,GA,30518-3220,(770) 381-8081,https://baileyroofingrestoration.com/,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/bailey-roofing-restoration-llc-0443-91820497,Roofing Contractors,Accredited,A,1/26/2022,2.0,0,0,0.83
447,"Premier Roofing And Construction, LLC",2483 Heritage Vlg PMB 16-334,Snellville,GA,30078-6140,(470) 291-2563,http://www.premierroofingandconstruct.com/,https://www.bbb.org/us/ga/snellville/profile/roofing-contractors/premier-roofing-and-construction-llc-0443-28149225,Roofing Contractors,Accredited,A+,3/27/2023,3.0,0,0,0.83
448,Georgia's Best Roofer,6000 Dawson Blvd Ste B,Norcross,GA,30093-1260,(404) 484-4658,https://georgiasbestroofer.com/,https://www.bbb.org/us/ga/norcross/profile/roofing-contractors/georgias-best-roofer-0443-28190875,Roofing Contractors,Accredited,A,12/1/2021,2.0,0,0,0.83
449,"H&A Roofing, LLC",1760 Hays Mill Rd,Carrollton,GA,30117-9579,(678) 664-4586,https://www.handaroofing.net/,https://www.bbb.org/us/ga/carrollton/profile/roofing-contractors/ha-roofing-llc-0443-28188918,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.83
450,Weather Tight Roofing Solutions,220 Heritage Walk STE 214,Woodstock,GA,30188-6459,(404) 988-6700,http://www.wtrsga.com/,https://www.bbb.org/us/ga/woodstock/profile/roofing-contractors/weather-tight-roofing-solutions-0443-28138763,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.83
451,Incredible Roofs & Gutters,1425 Shiloh Oak Dr,Loganville,GA,30052-6758,(770) 653-1555,https://incredibleroof.com/,https://www.bbb.org/us/ga/loganville/profile/roofing-contractors/incredible-roofs-gutters-0443-28200776,Roofing Contractors,Accredited,A,11/29/2021,2.0,0,0,0.83
452,Stellar Roofing & Solar LLC,"800 Battery Ave SE Ste 100, Suite 100",Atlanta,GA,30339,(678) 737-7988,https://stellarroofingsolarllc.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/stellar-roofing-solar-llc-0443-91821366,Roofing Contractors,Accredited,A,3/23/2022,2.0,0,0,0.83
453,"American Roofing Company, LLC",68 Stockade Rd,Summerville,GA,30747-1900,(423) 381-8816,https://www.roofyou.com/,https://www.bbb.org/us/ga/summerville/profile/roofing-contractors/american-roofing-company-llc-0483-40006778,Roofing Contractors,Accredited,A,8/11/2014,17.0,5,11,0.83
454,A+ Plus Roofing,,Columbus,GA,31909-1780,(706) 332-0755,https://www.facebook.com/aplusroofingnsolar,https://www.bbb.org/us/ga/columbus/profile/roofing-contractors/a-plus-roofing-0743-47620,Roofing Contractors,Accredited,A+,10/15/2023,6.0,0,0,0.83
455,Apex Roofing Solutions,,Dallas,GA,30132,(470) 737-8742,http://www.apexroofingsolution.net/,https://www.bbb.org/us/ga/dallas/profile/roofing-contractors/apex-roofing-solutions-0443-91824743,Roofing Contractors,Accredited,A+,9/6/2022,3.0,0,0,0.83
456,"Roof Bullies ATL, LLC",4848 Old National Hwy,Atlanta,GA,30337,(678) 510-3495,https://roofbullies.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/roof-bullies-atl-llc-0443-91832827,Roofing Contractors,Accredited,A+,9/29/2023,3.0,0,0,0.83
457,"Complete Precision Roofing, LLC",,Atlanta,GA,30312-2885,(404) 902-8111,https://www.completeprecisionroofing.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/complete-precision-roofing-llc-0443-91820739,Roofing Contractors,Accredited,A+,2/9/2022,3.0,0,0,0.83
458,"Platinum Roofing Company, LLC",931 Corder Rd,Warner Robins,GA,31088-3711,(478) 542-1012,http://www.platinumroofingco.com/,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/platinum-roofing-company-llc-0743-102564,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.83
459,Elite Exteriors Commercial Corp,115 Towne Center Pkwy STE 105,Hoschton,GA,30548-2221,(470) 350-3024,http://www.eliteexteriorsga.net/,https://www.bbb.org/us/ga/hoschton/profile/roofing-contractors/elite-exteriors-commercial-corp-0443-28157027,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.83
460,US Roofing LLC,5045 Parham Rd Ste 8,Grovetown,GA,30813-3758,(855) 877-6631,http://www.usroofing.us/,https://www.bbb.org/us/ga/grovetown/profile/roofing-contractors/us-roofing-llc-0743-92439,Roofing Contractors,Accredited,A+,1/10/2019,10.0,1,1,0.83
461,"IBEX Roofing, Inc.",,Acworth,GA,30102-1466,(678) 527-4978,https://www.ibex-roof.com/,https://www.bbb.org/us/ga/acworth/profile/roofing-contractors/ibex-roofing-inc-0443-91821017,Roofing Contractors,Accredited,A+,2/28/2022,3.0,0,0,0.83
462,"J&J Roofing Services, LLC",4371 Winters Chapel Rd,Atlanta,GA,30360-2746,(770) 630-7191,https://www.j-j-roofing.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/jj-roofing-services-llc-0443-27608159,Roofing Contractors,Accredited,A+,11/3/2022,3.0,0,0,0.83
463,"Enon Hopkins Roofing Company, LLC",PO Box 2204,Evans,GA,30809-2204,(706) 868-1234,http://www.enonhopkinsroof.com/,https://www.bbb.org/us/ga/evans/profile/roofing-contractors/enon-hopkins-roofing-company-llc-0743-10764,Roofing Contractors,Accredited,A,9/30/2005,40.0,2,3,0.83
464,"Grip Top Restoration, LLC",115 Boones Ridge Pkwy SE,Acworth,GA,30102-2790,(706) 474-7867,http://griptop.com/,https://www.bbb.org/us/ga/acworth/profile/commercial-roofing/grip-top-restoration-llc-0443-27664747,Commercial Roofing,Accredited,A+,9/16/2016,8.0,0,0,0.83
465,"Total Roof Solutions, LLC",928 Highway 42 N,McDonough,GA,30253,(678) 752-8668,http://www.totalroof.com/,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/total-roof-solutions-llc-0443-27272366,Roofing Contractors,Accredited,A,9/30/2011,14.0,1,2,0.83
466,A - Z Handyman & Roofing Service,8943 Crestview Cir,Union City,GA,30291-6076,(404) 369-0737,https://www.facebook.com/A-Z-Handyman-Roofing-LLC-1821827638144345/,https://www.bbb.org/us/ga/union-city/profile/handyman/a-z-handyman-roofing-service-0443-27264241,Handyman,Accredited,A+,5/13/2019,14.0,0,0,0.83
467,"A Smooth And Sleek Finish, Inc.",3995 Sandy Hill Rd,Buford,GA,30519-3722,(770) 331-7338,https://asmoothfinishinc.com/,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/a-smooth-and-sleek-finish-inc-0443-28200005,Roofing Contractors,Accredited,A,11/15/2021,2.0,0,0,0.83
468,"Noah's Ark Roofing, LLC",2086 Jodeco Rd Ste 1272,McDonough,GA,30253-5220,(404) 836-3900,https://www.noahsarkroofing.com/,https://www.bbb.org/us/ga/mcdonough/profile/roofing-contractors/noahs-ark-roofing-llc-0443-91825038,Roofing Contractors,Accredited,A,9/28/2022,2.0,0,0,0.83
469,Mighty Dog Roofing of Macon,609 Cherry St Ste B317,Macon,GA,31201-2623,(478) 347-7854,https://www.mightydogroofing.com/macon-georgia,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/mighty-dog-roofing-of-macon-0743-91820354,Roofing Contractors,Accredited,A+,6/9/2023,3.0,0,0,0.83
470,United Roofing Contractors,,Peachtree Corners,GA,30092,(404) 829-2733,http://www.unitedroofingcontractors.com/,https://www.bbb.org/us/ga/peachtree-corners/profile/roofing-contractors/united-roofing-contractors-0443-91820432,Roofing Contractors,Not Accredited,A+,,6.0,0,0,0.83
471,"Built Roofing, LLC.",309 Loxley Dr,Warner Robins,GA,31088-3015,(478) 397-4852,https://builtroofingllc.com/,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/built-roofing-llc-0743-91822751,Roofing Contractors,Accredited,A+,6/12/2023,3.0,0,0,0.83
472,"Magnum Gutters & Metal Roofing, LLC",10 Andrew Drive,Stockbridge,GA,30281,(404) 516-8357,http://www.magnumgutters.com/,https://www.bbb.org/us/ga/stockbridge/profile/roofing-contractors/magnum-gutters-metal-roofing-llc-0443-27372195,Roofing Contractors,Accredited,A,10/25/2013,13.0,1,2,0.83
473,Allsure Roofing LLC,309 Karen Jane Trl,Monroe,GA,30656-5701,(770) 616-6050,http://www.allsureroofing.com/,https://www.bbb.org/us/ga/monroe/profile/roofing-contractors/allsure-roofing-llc-0443-27664250,Roofing Contractors,Accredited,A+,6/17/2016,8.0,1,1,0.83
474,"C&N Roofing, Inc.",419 E Crossville Rd Ste 103,Roswell,GA,30075-3000,(844) 415-7663,http://www.cnroofs.com/,https://www.bbb.org/us/ga/roswell/profile/roofing-contractors/cn-roofing-inc-0443-28172356,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.83
475,"Quick Roofing, LLC",850 Indian Trail Lilburn Rd NW,Lilburn,GA,30047-6802,(404) 270-1777,http://www.quickroofing.com/,https://www.bbb.org/us/ga/lilburn/profile/roofing-contractors/quick-roofing-llc-0443-28107878?addressId=186120,Roofing Contractors,Accredited,A+,6/28/2019,46.0,3,7,0.83
476,Q17 Roofing,739 Country Club Dr,Monroe,GA,30655-2201,(678) 635-3361,https://q17roofing.com/,https://www.bbb.org/us/ga/monroe/profile/roofing-contractors/q17-roofing-0443-91820580,Roofing Contractors,Accredited,A,2/1/2022,2.0,0,0,0.83
477,Makeover Roofing,478 Northdale Rd Ste 506,Lawrenceville,GA,30046-8933,(770) 800-0200,http://www.makeoverroofing.com/,https://www.bbb.org/us/ga/lawrenceville/profile/roofing-contractors/makeover-roofing-0443-91820760,Roofing Contractors,Accredited,A,5/9/2022,2.0,0,0,0.83
478,Tatum's Roofing,4391 Moon Station Ln NW,Acworth,GA,30101-3656,(470) 298-2288,http://www.tatumsroofing.com/,https://www.bbb.org/us/ga/acworth/profile/roofing-contractors/tatums-roofing-0443-28169300,Roofing Contractors,Not Accredited,A+,,3.0,0,0,0.83
479,"Modern Roofing Solutions, LLC",1148 Carla Joe Dr SW,Lilburn,GA,30047-4202,,http://www.modernroofingsolutions.com/,https://www.bbb.org/us/ga/lilburn/profile/roofing-contractors/modern-roofing-solutions-llc-0443-27964168,Roofing Contractors,Not Accredited,A+,,6.0,0,0,0.83
480,Trinity Roofing Pro,5935 Lenox Park Pl,Buford,GA,30518-7934,(678) 975-0755,http://www.trinityroofingpro.com/,https://www.bbb.org/us/ga/buford/profile/roofing-contractors/trinity-roofing-pro-0443-28167459,Roofing Contractors,Not Accredited,A+,,2.0,0,0,0.82
481,"Roofs by Don, LLC",1395 S Marietta Pkwy SE Ste 200,Marietta,GA,30067-7832,(404) 793-4194,https://www.roofsbydon.com/,https://www.bbb.org/us/ga/marietta/profile/roofing-contractors/roofs-by-don-llc-0443-91822587,Roofing Contractors,Accredited,A,7/7/2022,1.0,0,0,0.82
482,"Loyal Commercial Roofing, LLC",,Suwanee,GA,30024-3548,(470) 305-9882,https://www.loyalcommercialroofing.com/,https://www.bbb.org/us/ga/suwanee/profile/roofing-contractors/loyal-commercial-roofing-llc-0443-91828918,Roofing Contractors,Accredited,A+,5/22/2023,4.0,0,0,0.82
483,"Gee Enterprises, Inc.",,Monroe,GA,30655,(678) 614-2549,https://www.geeenterprisesinc.com/,https://www.bbb.org/us/ga/monroe/profile/roofing-contractors/gee-enterprises-inc-0443-91828874,Roofing Contractors,Accredited,A+,5/18/2023,4.0,0,0,0.82
484,Adaptive Roofing,,Atlanta,GA,30311,(770) 241-7927,https://www.adaptiveroofing.com/,https://www.bbb.org/us/ga/atlanta/profile/roofing-contractors/adaptive-roofing-0443-91824627,Roofing Contractors,Accredited,A+,8/29/2022,2.0,0,0,0.82
